"Sponsor ID","Honorand ID","Inscription ID","Sponsor Name","Sponsor Category","Sponsor Origin","Sponsor Gender","Sponsor Type","Sponsor Class","Sponsor Athenian Citizenship","Sponsor Roman Citizenship","Sponsor Family","Sponsor Extended Family","Sponsor Demotic","Sponsor Uncertain Person","Honorand Name","Honorand Category","Honorand Origin","Honorand Gender","Honorand Type","Honorand Class","Honorand Athenian Citizenship","Honorand Roman Citizenship","Honorand Family","Honorand Extended Family","Honorand Uncertain Person","Honorand Demotic","Inscription","Object Type","Inscription Type","Likely Site","Date","Date Span"
"1002","2134","335","Demos","Athenian","Athens","","Public","Institution","","","","","","","Iulia Augusta","Imperial Family Member","Rome","Female","","Person","f","t","","","f","","Monument for Iulia Augusta","Other/Fragment","Dedication","","25","10"
"1001","2134","335","Boule","Athenian","Athens","","Public","Institution","","","","","","","Iulia Augusta","Imperial Family Member","Rome","Female","","Person","f","t","","","f","","Monument for Iulia Augusta","Other/Fragment","Dedication","","25","10"
"1000","2134","335","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Iulia Augusta","Imperial Family Member","Rome","Female","","Person","f","t","","","f","","Monument for Iulia Augusta","Other/Fragment","Dedication","","25","10"
"1002","2140","345","Demos","Athenian","Athens","","Public","Institution","","","","","","","T. Statilius Lamprias","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Titus Statilius Lamprias","Base","Dedication","","43","10"
"1001","2140","345","Boule","Athenian","Athens","","Public","Institution","","","","","","","T. Statilius Lamprias","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Titus Statilius Lamprias","Base","Dedication","","43","10"
"1000","2140","345","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","T. Statilius Lamprias","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Titus Statilius Lamprias","Base","Dedication","","43","10"
"1002","2142","682","Demos","Athenian","Athens","","Public","Institution","","","","","","","P. Papinius Statius","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for P. Papinus Statius, Dedicated by the Areopagus","Base","Dedication","","50","50"
"1000","2142","682","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","P. Papinius Statius","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for P. Papinus Statius, Dedicated by the Areopagus","Base","Dedication","","50","50"
"1002","2144","348","Demos","Athenian","Athens","","Public","Institution","","","","","","","Diokles Themistokles Hagnousios","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Diokles Themistokleous Hagnousios","Base","Dedication","","50","20"
"1001","2144","348","Boule","Athenian","Athens","","Public","Institution","","","","","","","Diokles Themistokles Hagnousios","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Diokles Themistokleous Hagnousios","Base","Dedication","","50","20"
"1000","2144","348","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Diokles Themistokles Hagnousios","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Diokles Themistokleous Hagnousios","Base","Dedication","","50","20"
"1002","2145","349","Demos","Athenian","Athens","","Public","Institution","","","","","","","Athenais Diokleous","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for Athenais, Daughter of Diokles Hagnousios","Stele","Dedication","Before the Telestrion","50","20"
"1001","2145","349","Boule","Athenian","Athens","","Public","Institution","","","","","","","Athenais Diokleous","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for Athenais, Daughter of Diokles Hagnousios","Stele","Dedication","Before the Telestrion","50","20"
"1000","2145","349","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Athenais Diokleous","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for Athenais, Daughter of Diokles Hagnousios","Stele","Dedication","Before the Telestrion","50","20"
"1002","2147","351","Demos","Athenian","Athens","","Public","Institution","","","","","","","Seilon Apolloniou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate","Base","Dedication","","50","20"
"1001","2147","351","Boule","Athenian","Athens","","Public","Institution","","","","","","","Seilon Apolloniou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate","Base","Dedication","","50","20"
"1000","2147","351","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Seilon Apolloniou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate","Base","Dedication","","50","20"
"1002","2149","352","Demos","Athenian","Athens","","Public","Institution","","","","","","","G. Caecilius Cassius","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Caius Caecilius Kasios, Acharneus","Base","Dedication","Before the Telestrion","50","20"
"1001","2149","352","Boule","Athenian","Athens","","Public","Institution","","","","","","","G. Caecilius Cassius","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Caius Caecilius Kasios, Acharneus","Base","Dedication","Before the Telestrion","50","20"
"1000","2149","352","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","G. Caecilius Cassius","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Caius Caecilius Kasios, Acharneus","Base","Dedication","Before the Telestrion","50","20"
"1002","2150","353","Demos","Athenian","Athens","","Public","Institution","","","","","","","Statilia [.]","Roman","Rome","Female","","Person","f","t","","","t","","Statue Base for an Unknown Daughter of Statilius of Sphettos","Building or Monument","Dedication","","50","20"
"1001","2150","353","Boule","Athenian","Athens","","Public","Institution","","","","","","","Statilia [.]","Roman","Rome","Female","","Person","f","t","","","t","","Statue Base for an Unknown Daughter of Statilius of Sphettos","Building or Monument","Dedication","","50","20"
"1000","2150","353","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Statilia [.]","Roman","Rome","Female","","Person","f","t","","","t","","Statue Base for an Unknown Daughter of Statilius of Sphettos","Building or Monument","Dedication","","50","20"
"1002","2162","362","Demos","Athenian","Athens","","Public","Institution","","","","","","","Iul. Nikanor","Other Greek","Syria","Male","","Person","f","t","","","f","","Status Base for Iulius Nikanor, New Homer and New Themistokles","Base","Dedication","","60","10"
"1001","2162","362","Boule","Athenian","Athens","","Public","Institution","","","","","","","Iul. Nikanor","Other Greek","Syria","Male","","Person","f","t","","","f","","Status Base for Iulius Nikanor, New Homer and New Themistokles","Base","Dedication","","60","10"
"1000","2162","362","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Iul. Nikanor","Other Greek","Syria","Male","","Person","f","t","","","f","","Status Base for Iulius Nikanor, New Homer and New Themistokles","Base","Dedication","","60","10"
"1001","2183","378","Boule","Athenian","Athens","","Public","Institution","","","","","","","Eraton Eratonos","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Eraton Eratonos Besaieus","Base","Dedication","","50.5","99"
"1000","2183","378","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Eraton Eratonos","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Eraton Eratonos Besaieus","Base","Dedication","","50.5","99"
"1002","2186","381","Demos","Athenian","Athens","","Public","Institution","","","","","","","[.]ppos Herokleitou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for a [-]ppos Herakleitou Gargettios","Base","Dedication","","50.5","99"
"1002","2189","383","Demos","Athenian","Athens","","Public","Institution","","","","","","","T. Fl [?]","Athenian","Athens","Uncertain","","Person","f","f","","","t","","Statue Base for a T. Flavius","Building or Monument","Dedication","","50.5","99"
"1001","2189","383","Boule","Athenian","Athens","","Public","Institution","","","","","","","T. Fl [?]","Athenian","Athens","Uncertain","","Person","f","f","","","t","","Statue Base for a T. Flavius","Building or Monument","Dedication","","50.5","99"
"1000","2189","383","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","T. Fl [?]","Athenian","Athens","Uncertain","","Person","f","f","","","t","","Statue Base for a T. Flavius","Building or Monument","Dedication","","50.5","99"
"1002","2196","389","Demos","Athenian","Athens","","Public","Institution","","","","","","","Tryphon Phylasios","Athenian","Athens","Male","","Person","t","f","","","f","","Son of Tryphon Phylasios","Building or Monument","Dedication","","50.5","99"
"1001","2196","389","Boule","Athenian","Athens","","Public","Institution","","","","","","","Tryphon Phylasios","Athenian","Athens","Male","","Person","t","f","","","f","","Son of Tryphon Phylasios","Building or Monument","Dedication","","50.5","99"
"1000","2196","389","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Tryphon Phylasios","Athenian","Athens","Male","","Person","t","f","","","f","","Son of Tryphon Phylasios","Building or Monument","Dedication","","50.5","99"
"1001","2198","394","Boule","Athenian","Athens","","Public","Institution","","","","","","","[?] Kanephoros","Athenian","Athens","Male","","Person","t","f","","","f","","Dedication to Dionysios Lenaios","Base","Dedication","","100.5","199"
"1002","2201","396","Demos","Athenian","Athens","","Public","Institution","","","","","","","[?] Daughter of [.]dous","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for an Unknown Hearth-Initiate","Base","Dedication","","100.5","199"
"1002","2212","402","Demos","Athenian","Athens","","Public","Institution","","","","","","","T. [?]","Athenian","Athens","Uncertain","","Person","f","t","","","t","","Statue Base for an Unknown Individual","Base","Dedication","","100.5","199"
"1001","2212","402","Boule","Athenian","Athens","","Public","Institution","","","","","","","T. [?]","Athenian","Athens","Uncertain","","Person","f","t","","","t","","Statue Base for an Unknown Individual","Base","Dedication","","100.5","199"
"1000","2212","402","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","T. [?]","Athenian","Athens","Uncertain","","Person","f","t","","","t","","Statue Base for an Unknown Individual","Base","Dedication","","100.5","199"
"1017","2225","435","Lykomidai","Athenian","Athens","","Genos","Institution","","","","","","","[?] Priest","Athenian","Athens","Male","","Person","t","f","","","t","","Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai","Base","Dedication","Before the Telestrion","125","40"
"1015","2225","435","Eumolpidai","Eleusinian","Eleusis","","Genos","Institution","","","","","","","[?] Priest","Athenian","Athens","Male","","Person","t","f","","","t","","Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai","Base","Dedication","Before the Telestrion","125","40"
"1009","2226","438","Boule of Korinth","Greek","Corinth","","Public","Institution","","","","","","","Ti. Kl. Herodes Attikos Kl. Attikou","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'","Base","Dedication","","115","10"
"1009","2228","438","Boule of Korinth","Greek","Corinth","","Public","Institution","","","","","","","Viboullia Alkia","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'","Base","Dedication","","115","10"
"1000","2230","439","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Agrius Saturninus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Agrius Saturninus","Base","Dedication","Before the Telestrion","122","10"
"1002","2231","440","Demos","Athenian","Athens","","Public","Institution","","","","","","","Ael. Lysistrate","Athenian","Athens","Female","","Person","t","t","","","f","","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","","122","10"
"1001","2231","440","Boule","Athenian","Athens","","Public","Institution","","","","","","","Ael. Lysistrate","Athenian","Athens","Female","","Person","t","t","","","f","","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","","122","10"
"1000","2231","440","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Ael. Lysistrate","Athenian","Athens","Female","","Person","t","t","","","f","","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","","122","10"
"1001","2233","441","Boule","Athenian","Athens","","Public","Institution","","","","","","","Athenaios Epaphrodeitos Athenaiou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate","Base","Dedication","","119.5","11"
"1000","2233","441","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Athenaios Epaphrodeitos Athenaiou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate","Base","Dedication","","119.5","11"
"1002","2235","455","Demos","Athenian","Athens","","Public","Institution","","","","","","","Vipsania Lailiane","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1001","2235","455","Boule","Athenian","Athens","","Public","Institution","","","","","","","Vipsania Lailiane","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1000","2235","455","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Vipsania Lailiane","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1002","2250","455","Demos","Athenian","Athens","","Public","Institution","","","","","","","L. Vipsanius Aiolion","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1001","2250","455","Boule","Athenian","Athens","","Public","Institution","","","","","","","L. Vipsanius Aiolion","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1000","2250","455","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","L. Vipsanius Aiolion","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1002","2251","455","Demos","Athenian","Athens","","Public","Institution","","","","","","","L. Vipsanius Lailianos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1001","2251","455","Boule","Athenian","Athens","","Public","Institution","","","","","","","L. Vipsanius Lailianos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
