Institution: Title,Institution: Origin,Institution: Type,Co-Appearing Person: Description,Co-Appearing Person: Origin,Co-Appearing Person: Gender,Co-Appearing Person: Name(s),Co-Appearing Person: Deme,Co-Appearing Person: Athenian Citizen,Co-Appearing Person: Roman Citizen,Co-Appearing Person: Family,Co-Appearing Person: Extended Family,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Co-Appearing Person: Total Appearances,Co-Appearing Person: Total Sponsors,Co-Appearing Person: Total Honorands,Co-Appearing Person: Total Officers,Co-Appearing Person: Total Institutional Affililiations,Co-Appearing Person: Total Honors,Co-Appearing Person: Total Athenian Honors,Co-Appearing Person: Total Roman Honors,Co-Appearing Person: Total Eleusinian Honors,Co-Appearing Person: RCA,Co-Appearing Person: PA,Co-Appearing Person: PAA,Co-Appearing Person: LGPN,Co-Appearing Person: Uncertain,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Co-Appearing Person: ID,Inscription: ID,Institution: Notes,Co-Appearing Person: Notes,Inscription: Notes
Demos,Athens,Public,Polyainos Nikandrou,Athens,Male,Polyainos Nikandrou,,True,False,,,305,Statue Base for Polyainos Nikandrou Sounieus,Base,Dedication,,-13.0,24,0.0270,88,5,21,20,24,190,204,144,157,50,1,2,0,,0,0,0,0,0,,,,,False,73,52,25,13,2,0,1,2,1,1,0,1002,2106,305,,,
Demos,Athens,Public,Diodotos Kalliphontos,Athens,Male,Diodotos Kalliphontos,,True,False,,,308,Statue Base for Diodotos Kalliphontos Pamotades,Base,Dedication,,-50.5,99,0.0210,88,5,21,20,24,190,204,144,157,50,1,1,0,,0,0,0,0,0,,,,,False,36,35,8,8,1,0,1,1,1,1,0,1002,2111,308,,,
Demos,Athens,Public,Atheno Niketou,Athens,Male,Atheno Niketou,,True,False,,,323,"Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate",Base,Dedication,,0.0,50,,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,False,126,125,30,30,3,1,1,3,1,1,0,1002,2121,323,,,
Demos,Athens,Public,Pammenes Pammenous,Athens,Male,Pammenes Pammenous,,True,False,,,324,"Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai",Base,Dedication,Before the Telestrion,13.0,24,0.0300,88,5,21,20,24,190,204,144,157,50,1,4,0,,1,1,0,0,1,,,,,False,158,67,53,25,4,1,1,4,1,1,0,1002,2122,324,,,
Demos,Athens,Public,Hierophantis Mos[kh.],Athens,Female,Hierophantis,,True,False,,,325,Statue Base for a Unknown Hierophantis,Base,Dedication,,13.0,24,,88,5,21,20,24,190,204,144,157,50,1,1,0,,1,1,0,0,1,,,,,True,57,43,15,11,1,1,1,1,1,1,0,1002,2123,325,,,
Demos,Athens,Public,Antamenes Leontikhou,Athens,Male,Antamenes Leontikhou,,True,False,,,327,Statue Base for Antamenes Leontichou Epieikides,Base,Dedication,Outer Courtyard,13.0,24,0.0280,88,5,21,20,24,190,204,144,157,50,1,2,0,,0,0,0,0,0,,,,,False,59,57,15,14,2,0,1,2,1,1,0,1002,2124,327,,,
Demos,Athens,Public,Emperor Tiberius,Rome,Male,Tiberius Tiberius,,False,True,,Imperial,330,Statue Base for Polycharmos Polykritou Azenieus,Base,Dedication,,-6.5,41,0.0295,88,5,21,20,24,190,204,144,157,50,5,4,0,,0,2,0,2,0,,,,,False,46,18,14,7,1,0,2,1,1,1,1,1002,2129,330,,,
Demos,Athens,Public,Emperor Tiberius,Rome,Male,Tiberius Tiberius,,False,True,,Imperial,330,Statue Base for Polycharmos Polykritou Azenieus,Base,Dedication,,-6.5,41,0.0295,88,5,21,20,24,190,204,144,157,50,5,4,0,,0,2,0,2,0,,,,,False,46,18,14,7,1,0,2,1,1,1,1,1002,2129,330,,,
Demos,Athens,Public,Papios Marathonios,Athens,Male,Papios Marathonios,,True,False,,,334,Monument for Emperor Tiberius,Base,Dedication,,20.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,225,129,52,29,3,2,3,3,1,2,1,1002,2133,334,,,
Demos,Athens,Public,Papios Marathonios,Athens,Male,Papios Marathonios,,True,False,,,334,Monument for Emperor Tiberius,Base,Dedication,,20.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,225,129,52,29,3,2,3,3,1,2,1,1002,2133,334,,,
Demos,Athens,Public,Papios Marathonios,Athens,Male,Papios Marathonios,,True,False,,,334,Monument for Emperor Tiberius,Base,Dedication,,20.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,225,129,52,29,3,2,3,3,1,2,1,1002,2133,334,,,
Demos,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1002,2136,335,,,
Demos,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1002,2136,335,,,
Demos,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1002,2136,335,,,
Demos,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1002,2136,335,,,
Demos,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1002,2136,335,,,
Demos,Athens,Public,Nikodemos Hermeiou,Athens,Male,Nikodemos Hermeiou,,True,False,,,341,Epistyle of Building Dedicated by the Priestess Kleo Eukleous of Phyla,Base,Dedication,,45.0,40,0.0350,88,5,21,20,24,190,204,144,157,50,5,0,0,,0,0,0,0,0,,,,,False,175,60,41,16,1,3,2,0,0,2,0,1002,2135,341,,,
Demos,Athens,Public,Nikodemos Hermeiou,Athens,Male,Nikodemos Hermeiou,,True,False,,,341,Epistyle of Building Dedicated by the Priestess Kleo Eukleous of Phyla,Base,Dedication,,45.0,40,0.0350,88,5,21,20,24,190,204,144,157,50,5,0,0,,0,0,0,0,0,,,,,False,175,60,41,16,1,3,2,0,0,2,0,1002,2135,341,,,
Demos,Athens,Public,T. Statilius Lamprias,Rome,Male,Titus Statilius,Lamptrai,False,True,,,345,Statue Base for Titus Statilius Lamprias,Base,Dedication,,43.0,10,,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,False,100,97,24,22,3,0,1,3,1,0,1,1002,2140,345,,,
Demos,Athens,Public,Diokles Themistokles Hagnousios,Athens,Male,Diokles Themistokleous,,True,False,,,348,Statue Base for Diokles Themistokleous Hagnousios,Base,Dedication,,50.0,20,0.0200,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,False,123,32,34,12,3,1,2,3,1,2,0,1002,2144,348,,,
Demos,Athens,Public,Diokles Themistokles Hagnousios,Athens,Male,Diokles Themistokleous,,True,False,,,348,Statue Base for Diokles Themistokleous Hagnousios,Base,Dedication,,50.0,20,0.0200,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,False,123,32,34,12,3,1,2,3,1,2,0,1002,2144,348,,,
Demos,Athens,Public,Athenais Diokleous,Athens,Female,Athenais Diokleous,,True,False,,,349,"Statue Base for Athenais, Daughter of Diokles Hagnousios",Stele,Dedication,Before the Telestrion,50.0,20,,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,False,160,112,38,21,3,1,2,3,1,2,0,1002,2145,349,,,
Demos,Athens,Public,Athenais Diokleous,Athens,Female,Athenais Diokleous,,True,False,,,349,"Statue Base for Athenais, Daughter of Diokles Hagnousios",Stele,Dedication,Before the Telestrion,50.0,20,,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,False,160,112,38,21,3,1,2,3,1,2,0,1002,2145,349,,,
Demos,Athens,Public,Apollonios Seilonos,Athens,Male,Apollonios Seilonos,,True,False,,,351,"Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate",Base,Dedication,,50.0,20,0.0180,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,1,0,0,,,,,False,145,130,48,35,3,1,2,3,1,2,0,1002,2148,351,,,
Demos,Athens,Public,Apollonios Seilonos,Athens,Male,Apollonios Seilonos,,True,False,,,351,"Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate",Base,Dedication,,50.0,20,0.0180,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,1,0,0,,,,,False,145,130,48,35,3,1,2,3,1,2,0,1002,2148,351,,,
Demos,Athens,Public,G. Caecilius Cassius,Rome,Male,Gaius Caecilius Cassius,,False,True,,,352,"Statue Base for Caius Caecilius Kasios, Acharneus",Base,Dedication,Before the Telestrion,50.0,20,0.0300,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,False,99,76,27,20,3,0,1,3,1,0,1,1002,2149,352,,,
Demos,Athens,Public,Statilia [.],Rome,Female,Statilia,,False,True,,,353,Statue Base for an Unknown Daughter of Statilius of Sphettos,Building or Monument,Dedication,,50.0,20,0.0250,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,True,125,59,46,21,3,0,1,3,1,0,1,1002,2150,353,,,
Demos,Athens,Public,Iul. Nikanor,Syria,Male,Iulius Nikanor,,False,True,,,360,Contract Concerning Iulius Nikanor,Building or Monument,Other/Uncertain,,60.0,20,0.0130,88,5,21,20,24,190,204,144,157,50,2,3,0,,0,0,0,0,0,,,,,False,1224,437,336,131,2,0,1,0,0,0,0,1002,2162,360,,,
Demos,Athens,Public,Iul. Nikanor,Syria,Male,Iulius Nikanor,,False,True,,,362,"Status Base for Iulius Nikanor, New Homer and New Themistokles",Base,Dedication,,60.0,10,0.0220,88,5,21,20,24,190,204,144,157,50,2,3,0,,0,0,0,0,0,,,,,False,103,73,28,20,3,0,1,3,1,0,0,1002,2162,362,,,
Demos,Athens,Public,[.]ppos Herokleitou,Athens,Male,Herokleitou,,True,False,,,381,Statue Base for a [-]ppos Herakleitou Gargettios,Base,Dedication,,50.5,99,0.0290,88,5,21,20,24,190,204,144,157,50,1,1,0,,0,0,0,0,0,,,,,False,58,46,16,12,1,0,1,1,1,1,0,1002,2186,381,,,
Demos,Athens,Public,T. Fl [?],Athens,Uncertain,,,False,False,,,383,Statue Base for a T. Flavius,Building or Monument,Dedication,,50.5,99,0.0130,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,True,56,32,21,10,3,0,1,3,1,1,0,1002,2189,383,,,
Demos,Athens,Public,[?] Daughter of [A?]bans Akharneus,Athens,Female,,Akharnai,True,False,,,389,Son of Tryphon Phylasios,Building or Monument,Dedication,,50.5,99,0.0900,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,0,0,0,0,,,,,False,171,46,55,14,3,0,3,3,1,3,0,1002,2197,389,,,
Demos,Athens,Public,[?] Daughter of [A?]bans Akharneus,Athens,Female,,Akharnai,True,False,,,389,Son of Tryphon Phylasios,Building or Monument,Dedication,,50.5,99,0.0900,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,0,0,0,0,,,,,False,171,46,55,14,3,0,3,3,1,3,0,1002,2197,389,,,
Demos,Athens,Public,[?] Daughter of [A?]bans Akharneus,Athens,Female,,Akharnai,True,False,,,389,Son of Tryphon Phylasios,Building or Monument,Dedication,,50.5,99,0.0900,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,0,0,0,0,,,,,False,171,46,55,14,3,0,3,3,1,3,0,1002,2197,389,,,
Demos,Athens,Public,[?] Daughter of [.]dous,Athens,Female,,,True,False,,,396,Statue Base for an Unknown Hearth-Initiate,Base,Dedication,,100.5,199,0.0160,88,5,21,20,24,190,204,144,157,50,1,1,0,,0,1,0,0,1,,,,,False,50,29,15,9,1,1,1,1,1,1,0,1002,2201,396,,,
Demos,Athens,Public,T. [?],Other/Uncertain,Uncertain,,,True,True,,,402,Statue Base for an Unknown Individual,Base,Dedication,,100.5,199,0.0310,88,5,21,20,24,190,204,144,157,50,1,3,0,,0,0,0,0,0,,,,,True,55,14,23,10,3,0,1,3,1,0,0,1002,2212,402,,,
Demos,Athens,Public,L. P[?] Husband of Ael. Lysistrate,Athens,Male,Lucius,,True,True,,TBD,440,Dedicatory Base in Honor of Ael. Lysistrate,Base,Dedication,,122.0,10,,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,0,0,0,0,,,,,True,83,48,33,18,3,1,2,3,1,2,0,1002,2232,440,,,
Demos,Athens,Public,L. P[?] Husband of Ael. Lysistrate,Athens,Male,Lucius,,True,True,,TBD,440,Dedicatory Base in Honor of Ael. Lysistrate,Base,Dedication,,122.0,10,,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,0,0,0,0,,,,,True,83,48,33,18,3,1,2,3,1,2,0,1002,2232,440,,,
Demos,Athens,Public,L. Vipsanius Lailianos,Athens,Male,Lucius Vipsanius Lailianos,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,88,5,21,20,24,190,204,144,157,50,2,3,0,,1,1,1,0,0,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1002,2251,455,,,
Demos,Athens,Public,L. Vipsanius Lailianos,Athens,Male,Lucius Vipsanius Lailianos,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,88,5,21,20,24,190,204,144,157,50,2,3,0,,1,1,1,0,0,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1002,2251,455,,,
Demos,Athens,Public,L. Vipsanius Lailianos,Athens,Male,Lucius Vipsanius Lailianos,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,88,5,21,20,24,190,204,144,157,50,2,3,0,,1,1,1,0,0,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1002,2251,455,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,2309,483,,,
Demos,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1002,2329,492,,Father of Aelia Kephisodora,
Demos,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1002,2329,492,,Father of Aelia Kephisodora,
Demos,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1002,2329,492,,Father of Aelia Kephisodora,
Demos,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1002,2329,492,,Father of Aelia Kephisodora,
Demos,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1002,2329,492,,Father of Aelia Kephisodora,
Demos,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1002,2339,503,,,
Demos,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1002,2339,503,,,
Demos,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1002,2339,503,,,
Demos,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1002,2339,503,,,
Demos,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1002,2339,503,,,
Demos,Athens,Public,Emperor Septimius Severus,Rome,Male,Septimius Severus,,False,True,Severan,Imperial,517,Statue Base(?) for an Unknown Individual,Base,Dedication,,202.0,18,0.0290,88,5,21,20,24,190,204,144,157,50,3,1,0,,0,1,0,1,0,,,,,False,55,5,16,6,1,0,1,1,1,0,1,1002,2386,517,,,
Demos,Athens,Public,Iul. Domna,Rome,Female,Iulia Domna,,False,True,Severan,Imperial,519,Statue Base for the Empress Iul. Domna,Base,Dedication,,196.5,3,,88,5,21,20,24,190,204,144,157,50,2,0,0,,1,1,0,1,0,,,,,False,118,110,20,18,3,0,1,3,0,0,1,1002,2387,519,,,
Demos,Athens,Public,G. Kasios Semakhidai,Athens,Male,Gaius Casius Semakhidai,Semakhidai,True,True,,,522,"Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate",Base,Dedication,,187.5,25,0.0220,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,1,0,0,,,,,False,169,160,40,33,2,1,2,2,1,2,0,1002,2392,522,,,
Demos,Athens,Public,G. Kasios Semakhidai,Athens,Male,Gaius Casius Semakhidai,Semakhidai,True,True,,,522,"Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate",Base,Dedication,,187.5,25,0.0220,88,5,21,20,24,190,204,144,157,50,1,0,0,,1,1,1,0,0,,,,,False,169,160,40,33,2,1,2,2,1,2,0,1002,2392,522,,,
Demos,Athens,Public,Pom. Epilampsis,Athens,Male,Pompeius Epilampsis,,False,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,1,0,0,1,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,2403,523,,,
Demos,Athens,Public,Pom. Epilampsis,Athens,Male,Pompeius Epilampsis,,False,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,1,0,0,1,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,2403,523,,,
Demos,Athens,Public,Pom. Epilampsis,Athens,Male,Pompeius Epilampsis,,False,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,1,0,0,1,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,2403,523,,,
Demos,Athens,Public,Pom. Epilampsis,Athens,Male,Pompeius Epilampsis,,False,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,1,0,0,1,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,2403,523,,,
Demos,Athens,Public,Pom. Epilampsis,Athens,Male,Pompeius Epilampsis,,False,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,1,0,0,1,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,2403,523,,,
Demos,Athens,Public,Pom. Epilampsis,Athens,Male,Pompeius Epilampsis,,False,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,1,0,0,1,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,2403,523,,,
Demos,Athens,Public,Pom. Epilampsis,Athens,Male,Pompeius Epilampsis,,False,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,1,0,0,,0,1,0,0,1,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,2403,523,,,
