Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Areopagus Sponsor,Boule Sponsor,Demos Sponsor,Inscription: Notes
448,"Dedicatory Inscriptions on Two Triumphal Arches, Dedicated by the Panhellenes to the Two Goddesses and the Emperor",Base,Dedication,Outer Courtyard,136.5,3,0.1750,False,False,False,
449,Dedication of an Aquaduct by an Uncertain Emperor,Base,Dedication,,127.5,21,0.0430,False,False,False,
450,Dedicatory Architrave Concerning the Eleusinia,Base,Other/Uncertain,South Wall,127.5,21,0.1300,False,False,False,
451,Dedication Concerning an Unknown Emperor,Base,Other/Uncertain,South Wall,150.5,99,0.1150,False,False,False,
452,Architrave Fragment,Base,Other/Uncertain,,150.5,99,0.1245,False,False,False,
453,Statue Base for the Deified Hadrian Panhellenios,Base,Dedication,Outer Courtyard,160.0,44,0.1100,False,False,False,
454,"Statue Base for an Unknown Hierophantis, Daughter of a Demetrios",Base,Dedication,,160.0,44,0.0220,False,False,False,
455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,True,True,True,
456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,False,False,False,
457,Base Dedicated by the Samians,Base,Dedication,,145.0,10,0.0320,False,False,False,
458,"Statue Base for Iun. [-] Meletine, Daughter of Iun. Patron of Berenikidai, Hearth-Initiate",Base,Dedication,,145.0,10,0.0110,False,False,False,
459,"Statue Base for Nummia Kleo, Hearth-Initiate",Base,Dedication,,145.0,10,0.0300,False,False,False,
460,Statue Base for Ti. Kl. Attikos of Marathon,Base,Dedication,,125.0,50,0.0230,False,False,False,
461,"Statue Base Galeria Annia Faustina Sebaste, Daughter of Emperor Antoninus and Wife of M. Aur. Verus",Base,Dedication,,153.0,14,0.0445,False,False,False,
461,"Statue Base for Domitia Lucilla, Daughter of M. Aur. Verus",Base,Dedication,,153.0,14,0.0615,False,False,False,
462,"Statue Base for Nummios Nigreinos, Hierokeryx",Base,Dedication,Before the Telestrion,150.0,10,,False,False,False,
463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,False,False,False,
464,Statue Base D. Iun. Menneas D. Iun. Patronos Berenikides,Base,Dedication,,150.0,50,0.0170,False,False,False,
465,"Statue Base for Phirmos Gargettios, Hierophant",Base,Dedication,Outer Courtyard,150.0,50,0.0180,False,False,False,
466,"Statue Base for D. Iun. Peiraieus, Hierophant",Column/Herm,Dedication,,150.0,50,0.0210,False,False,False,
467,"Statue Base for an Unknown Hearth-Initiate, Relative of the Daduch Ti. Kl. Lysiades",Base,Dedication,,150.0,50,,False,False,False,
468,Statue Base for Ael. Praxagoras of Melite,Base,Dedication,,150.0,50,0.0330,False,False,False,
469,Statue Base for an Unknown Individual,Base,Dedication,,150.0,50,0.0260,False,False,False,
470,"Statue Base for Klementiane, Daughter of Arrian",Base,Dedication,,175.0,50,0.0160,False,False,False,
471,Statue Base for an Unknown Emperor,Base,Dedication,,175.0,50,0.0800,False,False,False,
472,Statue Base for an Unknown Member of the Klaudii of Melite,Base,Dedication,,175.0,50,0.0250,False,False,False,
473,"Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,True,True,
473,"Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,True,True,
473,"Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,True,True,
473,"Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,True,True,
474,"Statue Base for P. Ael. Teimosthenes Berenikides, Son of Ael. Zenon, Hearth-Initiate",Base,Dedication,South Wall,155.0,10,0.0200,False,False,False,
475,"Statue Base for Elpinike, Daughter of Herodes Attikos, Hearth-Initiate",Base,Dedication,,155.0,10,0.0245,False,False,False,
476,"Statue Base for Regilla, Wife of Herodes Attikos",Base,Dedication,Before the Telestrion,160.0,10,0.0280,False,False,False,
477,"Statue Base for Ti. Kl. Appios Ateilios Bradoua, Son of Kl. Herodes, Hearth-Initiate",Base,Dedication,,162.5,5,0.0120,False,False,False,
478,Statue Base for Ael. Praxagoras Themistokleous Meliteus,Base,Dedication,South Wall,165.0,10,0.0320,False,False,False,
479,Statue Base for Aelius Praxagoras Themistokles Meliteus,Base,Dedication,South Wall,165.0,10,0.0280,False,False,False,
480,"Statue Base for an Unknown Son of P. Ael. Praxagoras Meliteus, Hearth-Initiate",Base,Dedication,South Wall,165.0,10,0.0460,False,False,False,
481,"Statue Base for Fl. Xenion Marathonsios, Hearth-Initiate, and Others",Base,Dedication,,165.0,10,,False,False,False,
482,Altar(?) for the Health of M. Aurelius and L. Verus,Base,Dedication,,165.0,8,0.0150,False,False,False,
483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,True,True,True,
484,"Dedicatory Verse in Honor of Herodes Attikos, Not from the Sanctuary",Base,Verse,,162.0,0,0.0200,False,False,False,
485,"Statue Base for M. Aur. Miltiades, Son of Agathokles of Marathon, Hearth-Initiate",Base,Dedication,,165.0,10,,False,False,False,
486,"Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,True,True,True,
486,"Statue Base for the Savior Gods/Godesses of the Brotherly Emperors, Dedicated By the Polis During the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,True,True,True,
487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,True,False,False,
488,Statue Base for T. Fl. Menandros Paianieus,Stele,Dedication,South Wall,166.0,10,0.0370,True,False,False,
490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,True,False,False,
491,"Statue Base for Fl. Xenion of Marathon, Archon of the Panhellenes",Altar,Dedication,,170.0,10,0.0140,False,False,False,
492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,True,True,True,
493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,True,False,False,
494,Herm Honoring the Hierophant who Saved the Hiera During the Kostoboci Invasion,Building or Monument,Dedication,,176.0,10,0.0090,False,False,False,
495,Statue Base for M. Aurelius,Base,Dedication,Before the Telestrion,173.5,3,0.0370,False,False,False,
496,Statue Base for M. Aurelius,Base,Dedication,Outer Courtyard,176.0,8,0.0460,False,False,False,
497,Statue Base for M. Aurelius(?),Building or Monument,Dedication,,176.0,8,0.0450,False,False,False,
498,"Statue Base for Asklepios, Dedicated by Herodes",Building or Monument,Dedication,,175.0,0,0.0270,False,False,False,
