Institution: Title,Institution: Origin,Institution: Type,Office: Title,Office: Origin,Office: Type,Officer: Description,Officer: Origin,Officer: Gender,Officer: Name(s),Officer: Deme,Officer: Athenian Citizen,Officer: Roman Citizen,Officer: Family,Officer: Extended Family,Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Office: Total Appearances,Office: Total People Honored,Office: Total Times People Honored,Office: Total Athenians Honored,Office: Total Athenians with Roman Citizenship Honored,Office: Total Romans Honored,Office: Total Times Athenians Honored,Office: Total Times Athenians with Roman Citizenship Honored,Office: Total Times Romans Honored,Office: Total Times Sponsored Honored,Office: Total Times Honorand Honored,Officer: Total Appearances,Officer: Total Sponsors,Officer: Total Officers,Officer: Total Institutional Affililiations,Officer: Total Honors,Officer: Total Athenian Honors,Officer: Total Roman Honors,Officer: Total Eleusinian Honors,Officer: RCA,Officer: PA,Officer: PAA,Officer: LGPN,Officer: Uncertain,Institution: ID,Office: ID,Officer: ID,Institution: Notes,Office: Notes,Officer: Notes
Demos,Athens,Public,Hoplite General,Athens,Magistracy,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,6,5,0,1,,,,,False,1002,3023,2250,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Philipe Kl. Demostratou,Athens,Female,Claudia Philipe Demostratou,Pallene,True,True,Demostratid,Claudii of Melite,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,6,8,7,0,1,95,,,,False,1002,3023,2270,,,"Wife of Ti. Kl. Nikoteles (93), mother of Kl. Demostratos (94)"
Demos,Athens,Public,Hoplite General,Athens,Magistracy,T. Fl. Alkibiades (II),Athens,Male,Titus Flavius Alkibiades,Paiania,True,True,,Alcibiad,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,5,5,0,0,131,,,,False,1002,3023,2303,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,T. Fl. Leosthenes,Athens,Male,Titus Flavius Leosthenes,Paiania,True,True,,Alcibiad,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,7,7,0,0,129,,,,False,1002,3023,2304,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Apollodotos Meliteus,Athens,Male,Iulius Apollodotos,Melite,True,True,Theodotid,Claudii of Melite,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,3,,4,3,2,0,1,48,,,,False,1002,3023,2326,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Theodotos,Athens,Male,Iulius Theodotus,Melite,True,True,Theodotid,Claudii of Melite,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,0,0,50,,,,False,1002,3023,2327,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,7,9,6,1,2,,,,,False,1002,3023,2339,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Aiolion Phlyeos,Athens,Male,Aiolion,Phyle,True,True,,,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,2,1,1,0,0,,,,,False,1002,3023,2349,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Ail. Ardys,Athens,Male,Aelius Ardys,,True,True,,Aelii of Phaleron,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,5,6,3,1,0,7,,,,False,1002,3023,2397,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Ail. Kallikrates,Athens,Male,Aelius Kallikrates,,True,True,,Aelii of Phaleron,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,4,4,0,0,8,,,,False,1002,3023,2398,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,P. Pom. Hegios,Athens,Male,Publius Pompeius Hegios,,True,True,,Aelii of Phaleron,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,3,5,4,0,0,6,,,,False,1002,3023,2401,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,P. Ail Apollonios,Athens,Male,Publius Aelius Apollonios,,True,True,,TBD,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,5,5,5,0,0,,,,,False,1002,3023,2453,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Mousonios,Athens,Male,Iulius Mousonios,,True,True,,,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,3,5,2,0,0,,,,,False,1002,3023,2479,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Casianus Hierokeryx,Athens,Male,Casianus Casianus Hierokeryx,,True,True,,,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,3,,4,5,3,1,1,,,,,False,1002,3023,2503,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,T. Kl. Hierophantes Kallikratidou Trikorysios,Athens,Male,Tiberius Claudius Kallikratidou,Trikorysios,True,True,,,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,0,0,,8,11,8,2,1,,,,,False,1002,3023,2541,,,
Demos,Athens,Public,Tamias,Athens,Magistracy,[?] Tamias,Athens,Male,,,True,False,,,88,5,21,20,24,190,204,144,157,50,1,1,1,1,0,0,1,0,0,1,1,1,1,,1,1,1,0,0,,,,,False,1002,3014,2022,,,
Demos,Athens,Public,Herald of the Boule and Demos,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,88,5,21,20,24,190,204,144,157,50,1,2,2,2,1,0,2,1,0,0,0,2,3,,5,4,3,1,0,,,,,False,1002,3057,2050,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)"
Demos,Athens,Public,Herald of the Boule and Demos,Athens,Magistracy,T. Kl. Hierophantes Kallikratidou Trikorysios,Athens,Male,Tiberius Claudius Kallikratidou,Trikorysios,True,True,,,88,5,21,20,24,190,204,144,157,50,1,2,2,2,1,0,2,1,0,0,0,0,0,,8,11,8,2,1,,,,,False,1002,3057,2541,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Philemon,Athens,Male,Philemon,,True,False,,,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,1,1,,2,5,5,0,0,,,,,False,1004,3007,2012,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,1004,3007,2226,,,
Dionysiac Technitai,Athens,Private,Underwriter of Dionysiac Technitai,Athens,Liturgy/Benefaction,Philemon,Athens,Male,Philemon,,True,False,,,1,2,2,2,8,1,4,5,13,8,1,1,1,1,0,0,1,0,0,1,1,1,1,,2,5,5,0,0,,,,,False,1004,3008,2012,,,
Samian Demos,Samos,Public,Ephesian Prytaneis,Ephesus,Magistracy,[?] Relative of Mindios Amynos,Athens,Uncertain,,,True,False,,,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,3,3,0,1,0,,,,,True,1010,3074,2268,,,
Samian Demos,Samos,Public,Ephesian Prytaneis,Ephesus,Magistracy,G. Kl. Titianos,Athens,Male,Gaius Claudius Titianos Titianos,,True,True,,,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,2,11,0,7,0,,,,,False,1010,3074,2269,,,
Samian Demos,Samos,Public,Secretary of Ephesian Demos,Ephesus,Magistracy,[?] Relative of Mindios Amynos,Athens,Uncertain,,,True,False,,,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,3,3,0,1,0,,,,,True,1010,3070,2268,,,
Samian Demos,Samos,Public,Secretary of Ephesian Demos,Ephesus,Magistracy,G. Kl. Titianos,Athens,Male,Gaius Claudius Titianos Titianos,,True,True,,,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,2,11,0,7,0,,,,,False,1010,3070,2269,,,
Panhellenes,Other,Public,Archon of the Panhellenion,Other/Uncertain,Other Office,Xenion,Athens,Male,Xenion,,True,False,,,8,1,3,3,3,48,11,17,39,5,3,3,3,3,2,0,3,2,0,2,1,1,1,,1,2,0,1,0,,,,,False,1012,3107,2325,,,
Panhellenes,Other,Public,Archon of the Panhellenion,Other/Uncertain,Other Office,Fl. Amphikles,Athens,Male,Flavius Amphikles,,True,True,,,8,1,3,3,3,48,11,17,39,5,3,3,3,3,2,0,3,2,0,2,1,1,0,,1,1,0,0,0,,,,,False,1012,3107,2340,,,
Panhellenes,Other,Public,Archon of the Panhellenion,Other/Uncertain,Other Office,Ail. Leu. Palleneus,Athens,Male,Aelius Palleneus,,True,True,,TBD,8,1,3,3,3,48,11,17,39,5,3,3,3,3,2,0,3,2,0,2,1,1,0,,1,2,1,0,0,,,,,False,1012,3107,2350,,,
Sacred Gerousia,Other,Public,Archon of the Sacred Gerousia,Other/Uncertain,Sacred Official,M. Aur. Prosdektos Pistokrates,Athens,Male,Marcus Aurelius Prosdektos Pistokrates,,True,True,,,2,1,1,1,1,7,6,9,1,2,1,1,1,1,1,0,1,1,0,1,1,1,1,,3,4,1,0,2,,,,,False,1013,3122,2463,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,Medeios Medeiou,Athens,Male,Medeios Medeiou,Peiraieus,True,False,Medeiotes,,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,2,,1,1,0,0,1,,10099,,,False,1015,3015,2019,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,Pammenes Pammenous,Athens,Male,Pammenes Pammenous,,True,False,,,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,4,,1,1,0,0,1,,,,,False,1015,3015,2122,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai,Athens,Male,,,False,False,,,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,1,0,0,1,,,,,True,1015,3015,2161,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,3,,5,6,5,0,1,,,,,False,1015,3015,2250,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Relative of L. Vipsanius Aiolion,Athens,Uncertain,Lucius Vipsanius,,True,True,,TBD,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,1,0,0,1,,,,,True,1015,3015,2252,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,Philipe Kl. Demostratou,Athens,Female,Claudia Philipe Demostratou,Pallene,True,True,Demostratid,Claudii of Melite,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,6,8,7,0,1,95,,,,False,1015,3015,2270,,,"Wife of Ti. Kl. Nikoteles (93), mother of Kl. Demostratos (94)"
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,4,1,2,1,,,,,True,1015,3015,2420,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,0,,1,1,0,0,1,,,,,True,1015,3015,2428,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai?,Athens,Male,,,True,False,,,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,1,0,0,1,,,,,True,1015,3015,2536,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Phirmus Gargettios,Athens,Male,Firmus Phirmus Gargettios,,True,True,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,1015,3086,2273,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,D. Iun. Peiraieus,Athens,Male,Decimus Iunius Peiraieus,Peiraieus,True,True,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,1,,1,1,0,0,1,,,,,False,1015,3086,2274,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,T. Fl. Hierophant Alkibiadou,Athens,Male,Titus Flavius Alkibiadou,,True,True,,Alcibiad,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,3,,1,1,0,0,1,,,,,False,1015,3086,2302,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Krateros,Athens,Male,Krateros,,True,False,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,1015,3086,2309,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,T. Fl Straton I,Athens,Male,Titus Flavius Straton,,True,True,,Flavii of Paiania,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,139,,,,False,1015,3086,2314,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Hierophant Apollinarios,Athens,Male,Apollinarios,,True,False,,TBD,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,1015,3086,2476,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,T. Fl. Glaukos Glaukou,Athens,Male,Titus Flavius Glaukos Glakou,,True,True,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,1015,3086,2504,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,[?] Hierophant,Athens,Male,,,True,False,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,True,1015,3086,2509,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Eisaios,Athens,Male,Eisaios,,True,False,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,1015,3086,2528,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Zoilos,Athens,Male,Zoilos,,True,False,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,1015,3086,2530,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,T. Kl. Hierophantes Kallikratidou Trikorysios,Athens,Male,Tiberius Claudius Kallikratidou,Trikorysios,True,True,,,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,0,0,,8,11,8,2,1,,,,,False,1015,3086,2541,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,M. Iul Apellas,Athens,Male,Marcus Iulius Apellas,,True,True,,,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,1,2,,1,1,0,0,1,,,,,False,1015,3101,2321,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,Emperor Commodous,Rome,Male,Commodus,,False,True,,Imperial,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,4,0,,1,6,1,3,2,,,,,False,1015,3101,2338,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,Dryantianos,Athens,Male,Dryantianos,,True,False,,,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,1,0,,1,2,0,0,1,,,,,False,1015,3101,2491,,,
Kerykes,Eleusis,Genos,Priest of Poseidon Themelioukhos,Athens,Sacred Official,Dositheos Kleomenes,Athens,Male,Dositheos Kleomenes,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,5,5,4,0,1,,,,,False,1016,3041,2067,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Sophokles Xenokleous,Athens,Male,Sophokles Xenokleous,Akharnai,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,3,1,,1,3,0,0,3,,,,,False,1016,3016,2025,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,[?] Daduch from Hagnous,Athens,Male,,Hagnous,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,1,,1,1,0,0,1,,,,,False,1016,3016,2032,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Theophrastos Themistokleous,Athens,Male,Theophrastos Themistokleous,Hagnous,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,1,,1,4,0,0,4,,,,,False,1016,3016,2054,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles II Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,6,2,,1,4,0,0,4,,,,,False,1016,3016,2091,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles I Theophrastou,Athens,Male,Themistokles Theophrastou,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,3,0,0,3,,,,,False,1016,3016,2092,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Leontios Sophokleous,Athens,Male,Leontios Sophokleous,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2093,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Philoxenidos (Sophokleous),Athens,Male,Philoxenidos Sophokleous,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,2,2,0,0,2,,,,,False,1016,3016,2094,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Philistides,Athens,Male,Philistides Philistides,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2096,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Themistokles A(TBD),Athens,Male,Themistokles,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2098,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Antiphon,Athens,Male,Antiphon Antiphon,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2099,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Hermoteimos,Athens,Male,Hermoteimos Hermoteimos,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2100,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Hierokleides,Athens,Male,Hierokleides Hierokleides,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2101,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2102,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Praxagoras,Athens,Male,Aelius Praxagoras Themistokleous,Melite,True,True,Praxagorid-Demostratid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,8,0,,2,13,10,0,3,140,,,,False,1016,3016,2277,,,"First in the Praxagorid line to hold Daduchy, descended from Themistokles, brother of T. Kl. Lysiades (Lysiades being the second in the Leonid line to hold the daduchy). Paternal grandson of Themistokles"
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ti. Kl. Leonides,Athens,Male,Tiberius Claudius Leonides,,True,True,,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,4,0,,1,4,0,0,4,,,,,False,1016,3016,2285,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,0,,1,2,0,0,2,159,,,,False,1016,3016,2329,,,Father of Aelia Kephisodora
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Kl. Sospis,Athens,Male,Claudius Sospis,,True,True,Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,0,0,,1,2,0,0,2,164,,,,False,1016,3016,2330,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,3,,7,9,6,1,2,,,,,False,1016,3016,2339,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,T. Kl. Demostratos Sospidou,Athens,Male,Tiberius Claudius Demostratos Sospidou,Melite,True,True,Demostratid-Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,Claudius 160,,,,False,1016,3016,2346,,,This is the Demostratos who was involved in the civil suit against Herodes Atticus before Marus Aurelius
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ail. Philiste Praxagorou,Athens,Female,Aelia Philiste Praxagorou,Melite,True,True,Demostratid-Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,0,,1,1,0,0,1,,,,,False,1016,3016,2347,,,This is Aelia Philiste who marries T. Kl. Demostratos  (160) and forms Praxagoris-Demostratid branch (with links through Demostratid-Leonid line too)
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Kl. Philippos,Athens,Male,Claudius Phillipos Demostratou,,True,True,Demostratid-Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,3,0,,1,3,0,0,3,,,,,False,1016,3016,2389,,,Daduch
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ti. Kl. Lysiades Leonidou,Athens,Male,Tiberius Claudius Lydiades Leonidou,Melite,True,True,Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,2,0,0,2,155,,,,False,1016,3016,2459,,,"Son of T. Kl. Leonides (154), second Leonid to hold Daduchy"
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Ti. Kl. Leonides Lysiadou,Athens,Male,Tiberius Claudius Leonides Lysiadou,Melite,True,True,Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,154,,,,False,1016,3016,2460,,,"Father of  T. Kl Lysidaes (155). Founder of Leonid Line, first to hold the daduchy"
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Honoratiane Polykharmis Polykharmou,Athens,Female,Honoratiane Polykharmis Polykharmou,,True,True,Demostratid-Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,2,0,,1,2,0,0,2,,,,,False,1016,3016,2492,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,"Aerarius Sosipatros, Daduch",Athens,Male,Aerarius Sosipatros,,True,True,,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,3,,1,1,0,0,1,,,,,False,1016,3016,2517,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Damoteles,Athens,Male,Damoteles,,True,False,,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2518,,,
Kerykes,Eleusis,Genos,Daduch,Eleusis,Sacred Official,Thisbianos,Athens,Male,Thisbianos,,True,False,,,7,18,64,72,100,67,17,42,391,197,28,27,47,27,12,0,47,22,0,29,26,1,0,,1,1,0,0,1,,,,,False,1016,3016,2519,,,
Kerykes,Eleusis,Genos,Altar-Priest,Eleusis,Sacred Official,Epikrates Kallimakhou,Athens,Male,Epikrates Kallimakhou,,True,False,,,7,18,64,72,100,67,17,42,391,197,3,7,7,7,4,0,7,4,0,3,2,1,0,,1,1,0,0,1,,,,,False,1016,3030,2062,,,
Kerykes,Eleusis,Genos,Altar-Priest,Eleusis,Sacred Official,Philoxenidos (Sophokleous),Athens,Male,Philoxenidos Sophokleous,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,3,7,7,7,4,0,7,4,0,3,2,1,0,,2,2,0,0,2,,,,,False,1016,3030,2094,,,
